,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
584,Appartement à vendre 75 m² à Casablanca,550 000 DH,Casablanca,"10/26/2024, 1:44:16 PM",2,1,75,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55689475.htm
585,Appartement à vendre 70 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/26/2024, 12:58:37 PM",,,,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55605143.htm
586,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j8r?utm_source=avito_integration&utm_medium=listing_integration
587,Appartement à vendre 102 m² à Casablanca,1 590 000 DH,Casablanca,"10/26/2024, 12:35:10 PM",3,2,,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_Casablanca_55700923.htm
588,Appartement à vendre 115 m² à Casablanca,750 000 DH,Casablanca,"10/26/2024, 12:30:01 PM",3,2,115,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Casablanca_55700894.htm
589,Appartement à vendre 50 m² à Casablanca,950 000 DH,Casablanca,"10/26/2024, 10:35:06 AM",2,1,50,"Ascenseur, Climatisation, Concierge, Parking, Sécurité",https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55700385.htm
590,Appartement à vendre 38 m² à Casablanca,1 150 000 DH,Casablanca,"10/26/2024, 9:53:01 AM",1,1,38,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Casablanca_55700188.htm
591,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jLR?utm_source=avito_integration&utm_medium=listing_integration
592,Sublime appartement à Ghandi casablanca,2 010 000 DH,Casablanca,"10/26/2024, 8:58:59 AM",2,2,,"Ascenseur, Balcon, Chauffage, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Sublime_appartement_%C3%A0_Ghandi_casablanca_55625215.htm
593,Appartement à vendre 59 m² à Casablanca,460 000 DH,Casablanca,"10/26/2024, 6:20:00 AM",2,1,59,Terrasse,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_Casablanca_55699781.htm
594,Appartement à vendre 103 m² à Casablanca,640 000 DH,Casablanca,"10/26/2024, 12:49:01 AM",7,2,,"Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Casablanca_55699697.htm
595,Appartement à vendre 110 m² à Casablanca,1 500 000 DH,Casablanca,"10/25/2024, 10:56:24 PM",2,1,110,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55639185.htm
596,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jJG?utm_source=avito_integration&utm_medium=listing_integration
597,Appartement à vendre 80 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 9:59:38 PM",,,,,https://www.avito.ma/fr/lissasfa/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55573491.htm
598,Appartement neuf Ferme Bretonne,2 000 000 DH,Casablanca,"10/25/2024, 9:20:51 PM",3,3,120,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ferme_bretone/appartements/Appartement_neuf_Ferme_Bretonne_55683404.htm
599,Appartement à vendre 97 m² à Casablanca,1 200 000 DH,Casablanca,"10/25/2024, 7:35:19 PM",2,2,117,"Ascenseur, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55698826.htm
600,appartement 106 m 6 em étage sans vis-à-vis,1 190 000 DH,Casablanca,"10/25/2024, 5:51:10 PM",2,2,106,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/appartement_106_m_6_em_%C3%A9tage_sans_vis_%C3%A0_vis__55569470.htm
601,,,,,,,,,https://immoneuf.avito.ma/fr/unite/J0G?utm_source=avito_integration&utm_medium=listing_integration
602,Appartement à vendre 50 m² à Casablanca,430 000 DH,Casablanca,"10/25/2024, 4:55:02 PM",2,1,,,https://www.avito.ma/fr/al_mostakbal/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55698333.htm
603,CMN-HA-1444 - Appartement à vendre à CIL,2 300 000 DH,Casablanca,"10/25/2024, 4:22:28 PM",3,2,130,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/c.i.l/appartements/CMN_HA_1444___Appartement_%C3%A0_vendre_%C3%A0_CIL_54878292.htm
604,Appartement à vendre 60 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 3:13:10 PM",,,,,https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55697883.htm
605,CMN-ME-1607 - Appartement à vendre à 2 Mars,1 800 000 DH,Casablanca,"10/25/2024, 2:52:45 PM",2,2,132,"Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1607___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55697813.htm
606,,,,,,,,,https://immoneuf.avito.ma/fr/unite/DAl?utm_source=avito_integration&utm_medium=listing_integration
607,CMN-ME-1606 - Appartement à vendre à 2 Mars,1 500 000 DH,Casablanca,"10/25/2024, 2:22:33 PM",2,2,96,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1606___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55697727.htm
608,Appartement à vendre 40 m² à Casablanca,220 000 DH,Casablanca,"10/25/2024, 2:19:01 PM",1,1,40,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_40_m%C2%B2_%C3%A0_Casablanca_55697706.htm
609,Appartement à vendre 52 m² à Casablanca,250 000 DH,Casablanca,"10/25/2024, 2:02:49 PM",2,1,53,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55697607.htm
610,Appartement à vendre 120 m² à Casablanca,780 000 DH,Casablanca,"10/25/2024, 2:00:01 PM",3,1,120,"Ascenseur, Balcon, Concierge, Parking",https://www.avito.ma/fr/la_gironde/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55697590.htm
611,,,,,,,,,https://immoneuf.avito.ma/fr/unite/WQ2?utm_source=avito_integration&utm_medium=listing_integration
612,Appartement à vendre 50 m² à Casablanca,310 000 DH,Casablanca,"10/25/2024, 1:14:17 PM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55697428.htm
613,Vous cherchez votre bureau à Casablanca?,950 000 DH,Casablanca,"10/25/2024, 1:10:17 PM",2,1,91,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Vous_cherchez_votre_bureau_%C3%A0_Casablanca__55697413.htm
614,Appartement à vendre 143 m² à Casablanca Maarif,2 000 000 DH,Casablanca,"10/25/2024, 11:54:22 AM",3,2,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_143_m%C2%B2_%C3%A0_Casablanca_Maarif_55411835.htm
615,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTT?utm_source=avito_integration&utm_medium=listing_integration
616,Marina Casablanca Appartement Vue Mer,627 900 000 DH,Casablanca,"10/25/2024, 10:59:55 AM",3,4,265,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/marina/appartements/Marina_Casablanca__Appartement_Vue_Mer_55570809.htm
617,Appartement à vendre 108 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 10:56:36 AM",,,,,https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_108_m%C2%B2_%C3%A0_Casablanca_55133314.htm
618,Appartement à vendre 117 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 10:24:07 AM",,,,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Casablanca_55696575.htm
619,Appartement à vendre 47 m² à Casablanca,500 000 DH,Casablanca,"10/25/2024, 10:17:06 AM",2,1,47,"Ascenseur, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_47_m%C2%B2_%C3%A0_Casablanca_55696562.htm
620,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j9C?utm_source=avito_integration&utm_medium=listing_integration
621,APPARTEMENT TERRASSE 182M À VENDRE A RACINE,3 450 000 DH,Casablanca,"10/25/2024, 9:57:03 AM",3,3,,,https://www.avito.ma/fr/racine/appartements/APPARTEMENT_TERRASSE_182M_%C3%80_VENDRE_A_RACINE__54794531.htm
622,Belle petite Appartement,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 9:23:32 AM",,,,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Belle_petite_Appartement__55696344.htm
623,Appartement à vendre 60 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"10/25/2024, 6:00:01 AM",,,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55696018.htm
624,Appartement à vendre 90 m² à Casablanca,1 330 000 DH,Casablanca,"10/24/2024, 8:55:05 PM",2,1,132,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_55695408.htm
625,,,,,,,,,https://immoneuf.avito.ma/fr/unite/joP?utm_source=avito_integration&utm_medium=listing_integration
626,Appartement à vendre 132 m² à Casablanca,2 490 000 DH,Casablanca,"10/24/2024, 8:35:23 PM",3,2,138,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_132_m%C2%B2_%C3%A0_Casablanca_55511332.htm
627,Appartement à vendre 54 m² à Casablanca,340 000 DH,Casablanca,"10/24/2024, 8:05:51 PM",2,1,54,"Balcon, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_55695180.htm
628,CMN-SI-1469 - Appartement à vendre à Ziraoui,1 750 000 DH,Casablanca,"10/24/2024, 7:19:13 PM",2,2,104,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1469___Appartement_%C3%A0_vendre_%C3%A0_Ziraoui_54899978.htm
629,Apart à vendre dans la résidence Kasba de Bouznika,800 000 DH,Rabat,"10/24/2024, 6:33:09 PM",2,2,68,"Concierge, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Apart_%C3%A0_vendre_dans_la_r%C3%A9sidence_Kasba_de_Bouznika_55694833.htm
630,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jUr?utm_source=avito_integration&utm_medium=listing_integration
631,CMN-MA-1775 - Appartement à vendre à Palmier,2 000 000 DH,Casablanca,"10/24/2024, 3:52:53 PM",2,2,144,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/palmier/appartements/CMN_MA_1775___Appartement_%C3%A0_vendre_%C3%A0_Palmier_55694094.htm
632,Appartement à vendre 70 m² à Casablanca,1 700 000 DH,Casablanca,"10/24/2024, 3:35:29 PM",3,1,,"Ascenseur, Concierge, Parking, Sécurité",https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55694037.htm
633,CMN-MA-1774 - Appartement à vendre à Val Fleurie,2 500 000 DH,Casablanca,"10/24/2024, 3:22:31 PM",3,2,156,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1774___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55693948.htm
634,Vente Appartement 3 pièces de 55 m2 à Casablanca,660 000 DH,Casablanca,"10/24/2024, 3:13:57 PM",2,1,55,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Vente_Appartement_3_pi%C3%A8ces_de_55_m2_%C3%A0_Casablanca_55540905.htm
635,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jHu?utm_source=avito_integration&utm_medium=listing_integration
636,NEW-MALAKREALITIES1 - Appartement à vendre à Hay...,665 000 DH,Casablanca,"10/24/2024, 2:52:20 PM",2,1,68,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/hay_albaraka/appartements/NEW_MALAKREALITIES1___Appartement_%C3%A0_vendre_%C3%A0_Hay____55693852.htm
637,Appartement à vendre 163 m² à Casablanca,2 000 000 DH,Casablanca,"10/24/2024, 2:10:03 PM",3,2,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_163_m%C2%B2_%C3%A0_Casablanca_55693635.htm
